"year","state","county","cases","population","type"
2019,"Montana","Prairie County",0,1087,"gonorrhea"
2019,"Ohio","Hamilton County",2762,816684,"gonorrhea"
2019,"Virginia","Roanoke city",5,99920,"primary and secondary syphilis"
2019,"New York","Washington County",118,61197,"chlamydia"
2019,"Louisiana","Claiborne Parish",51,15944,"gonorrhea"
2019,"Missouri","Ray County",18,22883,"gonorrhea"
2019,"Kansas","Sumner County",0,22996,"primary and secondary syphilis"
2019,"Iowa","Worth County",0,7453,"primary and secondary syphilis"
2019,"North Dakota","Kidder County",0,2450,"primary and secondary syphilis"
2019,"North Carolina","Craven County",11,102912,"primary and secondary syphilis"
2019,"Idaho","Owyhee County",0,11693,"primary and secondary syphilis"
2019,"Rhode Island","Providence County",4392,636084,"chlamydia"
2019,"Wisconsin","Monroe County",0,46051,"primary and secondary syphilis"
2019,"Florida","Baker County",146,28355,"chlamydia"
2019,"South Dakota","Tripp County",24,5478,"chlamydia"
2019,"Georgia","Douglas County",19,145331,"primary and secondary syphilis"
2019,"Oklahoma","McCurtain County",221,32703,"chlamydia"
2019,"Nebraska","Butler County",9,8058,"chlamydia"
2019,"Texas","Roberts County",0,903,"primary and secondary syphilis"
2019,"West Virginia","Mason County",52,26718,"chlamydia"
2019,"Mississippi","Warren County",410,46176,"chlamydia"
2019,"Georgia","Baldwin County",4,44823,"primary and secondary syphilis"
2019,"Nevada","Washoe County",869,465735,"gonorrhea"
2019,"Minnesota","Lake County",5,10658,"gonorrhea"
2019,"Virginia","Charles City County",8,6941,"gonorrhea"
2019,"Pennsylvania","Lackawanna County",550,210793,"chlamydia"
2019,"Montana","Liberty County",0,2430,"primary and secondary syphilis"
2019,"South Dakota","Union County",36,15619,"chlamydia"
2019,"North Carolina","Macon County",74,35285,"chlamydia"
2019,"Mississippi","Marshall County",5,35451,"primary and secondary syphilis"
2019,"South Carolina","Oconee County",134,78374,"gonorrhea"
2019,"Missouri","Grundy County",39,9914,"chlamydia"
2019,"Alabama","Chambers County",7,33615,"primary and secondary syphilis"
2019,"Iowa","Hancock County",0,10712,"primary and secondary syphilis"
2019,"Montana","Treasure County",2,679,"chlamydia"
2019,"Iowa","Muscatine County",162,42929,"chlamydia"
2019,"Georgia","Elbert County",20,19120,"gonorrhea"
2019,"Colorado","Douglas County",691,342776,"chlamydia"
2019,"Michigan","Alger County",0,9097,"primary and secondary syphilis"
2019,"Illinois","Perry County",86,21174,"chlamydia"
2019,"Montana","Broadwater County",0,6085,"primary and secondary syphilis"
2019,"Indiana","Johnson County",136,156225,"gonorrhea"
2019,"Massachusetts","Middlesex County",135,1614714,"primary and secondary syphilis"
2019,"Idaho","Benewah County",28,9226,"chlamydia"
2019,"Arizona","Pinal County",32,447138,"primary and secondary syphilis"
2019,"Georgia","Bleckley County",2,12838,"primary and secondary syphilis"
2019,"Nebraska","Hamilton County",0,9280,"primary and secondary syphilis"
2019,"Ohio","Marion County",280,65256,"chlamydia"
2019,"New Jersey","Salem County",96,62607,"gonorrhea"
2019,"Missouri","Cole County",461,76796,"chlamydia"
2019,"Virginia","Hopewell city",114,22596,"gonorrhea"
2019,"West Virginia","Roane County",31,13932,"chlamydia"
2019,"California","Inyo County",54,17987,"gonorrhea"
2019,"Florida","Duval County",3972,950181,"gonorrhea"
2019,"Wisconsin","Taylor County",3,20412,"gonorrhea"
2019,"North Dakota","Mercer County",5,8267,"gonorrhea"
2019,"Iowa","Woodbury County",810,102539,"chlamydia"
2019,"Arkansas","Union County",1,39126,"primary and secondary syphilis"
2019,"Texas","Hidalgo County",3140,865939,"chlamydia"
2019,"South Carolina","Calhoun County",59,14520,"chlamydia"
2019,"Kentucky","Barren County",66,44176,"gonorrhea"
2019,"Missouri","Oregon County",0,10541,"primary and secondary syphilis"
2019,"Nebraska","Hitchcock County",3,2806,"chlamydia"
2019,"Florida","Hardee County",38,27245,"gonorrhea"
2019,"Missouri","Dunklin County",84,29423,"gonorrhea"
2019,"Florida","Sarasota County",41,426718,"primary and secondary syphilis"
2019,"New Jersey","Atlantic County",1338,265429,"chlamydia"
2019,"Indiana","LaGrange County",36,39330,"chlamydia"
2019,"Nebraska","Kearney County",1,6544,"gonorrhea"
2019,"Indiana","Greene County",78,32006,"chlamydia"
2019,"Georgia","Bulloch County",692,77296,"chlamydia"
2019,"South Carolina","Greenwood County",173,70741,"gonorrhea"
2019,"Mississippi","Leake County",105,22763,"gonorrhea"
2019,"Georgia","Lumpkin County",18,32955,"gonorrhea"
2019,"Texas","El Paso County",87,840758,"primary and secondary syphilis"
2019,"Illinois","Piatt County",34,16396,"chlamydia"
2019,"California","Lake County",130,64382,"gonorrhea"
2019,"Missouri","Oregon County",4,10541,"gonorrhea"
2019,"Iowa","Carroll County",17,20154,"gonorrhea"
2019,"Texas","Starr County",1,64525,"primary and secondary syphilis"
2019,"Kansas","Republic County",0,4664,"primary and secondary syphilis"
2019,"Georgia","Pike County",0,18634,"primary and secondary syphilis"
2019,"California","Santa Clara County",392,1937570,"primary and secondary syphilis"
2019,"Arkansas","Bradley County",20,10897,"gonorrhea"
2019,"Wisconsin","Price County",0,13397,"primary and secondary syphilis"
2019,"Mississippi","Forrest County",63,75036,"primary and secondary syphilis"
2019,"Mississippi","Humphreys County",48,8257,"gonorrhea"
2019,"New York","Wayne County",2,90064,"primary and secondary syphilis"
2019,"Wisconsin","Adams County",2,20348,"primary and secondary syphilis"
2019,"Missouri","Barry County",108,35886,"chlamydia"
2019,"Missouri","Washington County",30,24943,"gonorrhea"
2019,"Kentucky","Martin County",11,11323,"gonorrhea"
2019,"Nebraska","Antelope County",0,6336,"primary and secondary syphilis"
2019,"Maine","Lincoln County",2,34342,"primary and secondary syphilis"
2019,"Nebraska","Saline County",0,14350,"primary and secondary syphilis"
2019,"North Carolina","Bladen County",2,33190,"primary and secondary syphilis"
2019,"Ohio","Vinton County",28,13139,"chlamydia"
2019,"California","Mono County",8,14250,"gonorrhea"
2019,"Kansas","Phillips County",0,5317,"gonorrhea"
2019,"Alabama","Conecuh County",31,12277,"gonorrhea"
2019,"Montana","Wibaux County",0,1034,"primary and secondary syphilis"
2019,"Arizona","Gila County",55,53889,"gonorrhea"
2019,"Ohio","Gallia County",17,29979,"gonorrhea"
2019,"Florida","Calhoun County",25,14587,"gonorrhea"
2019,"Georgia","Charlton County",67,12968,"chlamydia"
2019,"Wisconsin","Manitowoc County",70,79074,"gonorrhea"
2019,"Maryland","Baltimore County",4879,828431,"chlamydia"
2019,"California","Trinity County",24,12535,"chlamydia"
2019,"Missouri","Camden County",107,45815,"chlamydia"
2019,"Kansas","Rawlins County",0,2508,"primary and secondary syphilis"
2019,"Alaska","Skagway Municipality",0,1148,"gonorrhea"
2019,"Kansas","Morris County",13,5521,"chlamydia"
2019,"New York","Nassau County",72,1358343,"primary and secondary syphilis"
2019,"Nevada","Pershing County",2,6666,"gonorrhea"
2019,"Virginia","Williamsburg city",0,14896,"primary and secondary syphilis"
2019,"Iowa","Plymouth County",0,25095,"primary and secondary syphilis"
2019,"Kansas","Rice County",31,9531,"chlamydia"
2019,"Alabama","Bibb County",121,22400,"chlamydia"
2019,"Texas","Sabine County",29,10589,"chlamydia"
2019,"North Dakota","Morton County",79,31095,"gonorrhea"
2019,"New York","Jefferson County",3,111755,"primary and secondary syphilis"
2019,"New Mexico","Bernalillo County",267,678701,"primary and secondary syphilis"
2019,"Iowa","Keokuk County",36,10225,"chlamydia"
2019,"Texas","Marion County",25,9928,"chlamydia"
2019,"Indiana","Dearborn County",0,49568,"primary and secondary syphilis"
2019,"Michigan","Berrien County",2,154141,"primary and secondary syphilis"
2019,"Nebraska","Hooker County",0,682,"primary and secondary syphilis"
2019,"Indiana","Warren County",0,8263,"primary and secondary syphilis"
2019,"Louisiana","Iberia Parish",194,70941,"gonorrhea"
2019,"Washington","Yakima County",8,251446,"primary and secondary syphilis"
2019,"Nebraska","Loup County",0,618,"chlamydia"
2019,"Missouri","St. Francois County",145,66692,"gonorrhea"
2019,"Kansas","Clay County",4,7997,"gonorrhea"
2019,"Texas","Tyler County",21,21696,"chlamydia"
2019,"Tennessee","Greene County",211,69087,"chlamydia"
2019,"Wisconsin","Kenosha County",264,169290,"gonorrhea"
2019,"Florida","Dixie County",29,16700,"gonorrhea"
2019,"Michigan","Kalamazoo County",2304,264870,"chlamydia"
2019,"Maryland","Washington County",283,150926,"gonorrhea"
2019,"Iowa","Tama County",28,16904,"gonorrhea"
2019,"Michigan","Montcalm County",34,63968,"gonorrhea"
2019,"Iowa","Chickasaw County",29,11964,"chlamydia"
2019,"Nevada","Storey County",0,4029,"primary and secondary syphilis"
2019,"Arkansas","Hempstead County",73,21741,"gonorrhea"
2019,"South Dakota","Hyde County",0,1282,"chlamydia"
2019,"Virginia","Highland County",1,2210,"chlamydia"
2019,"Kansas","Ellsworth County",0,6196,"gonorrhea"
2019,"Nevada","Douglas County",112,48467,"chlamydia"
2019,"Arkansas","Cleburne County",46,24965,"chlamydia"
2019,"Illinois","Mercer County",1,15601,"primary and secondary syphilis"
2019,"Colorado","Costilla County",0,3828,"primary and secondary syphilis"
2019,"Mississippi","Coahoma County",355,22628,"chlamydia"
2019,"North Carolina","Lincoln County",3,83770,"primary and secondary syphilis"
2019,"Virginia","James City County",256,76397,"chlamydia"
2019,"Kansas","Bourbon County",45,14653,"chlamydia"
2019,"Montana","Sheridan County",1,3424,"gonorrhea"
2019,"Tennessee","Montgomery County",2365,205950,"chlamydia"
2019,"Kansas","Mitchell County",1,6150,"primary and secondary syphilis"
2019,"Texas","Nueces County",838,362265,"gonorrhea"
2019,"Virginia","Fauquier County",190,70675,"chlamydia"
2019,"Nevada","Churchill County",88,24440,"chlamydia"
2019,"Missouri","Daviess County",19,8313,"chlamydia"
2019,"Texas","Swisher County",0,7462,"primary and secondary syphilis"
2019,"New Mexico","Eddy County",388,57900,"chlamydia"
2019,"Florida","Hendry County",4,41556,"primary and secondary syphilis"
2019,"New Jersey","Somerset County",167,331164,"gonorrhea"
2019,"Colorado","Logan County",9,21528,"gonorrhea"
2019,"Michigan","Mason County",0,29100,"primary and secondary syphilis"
2019,"Wisconsin","Ozaukee County",125,89147,"chlamydia"
2019,"Minnesota","Dakota County",1571,425423,"chlamydia"
2019,"North Carolina","Yadkin County",2,37543,"primary and secondary syphilis"
2019,"Florida","Hamilton County",45,14310,"gonorrhea"
2019,"Arkansas","Saline County",313,121421,"chlamydia"
2019,"Missouri","Randolph County",30,24763,"gonorrhea"
2019,"Missouri","Crawford County",0,23957,"primary and secondary syphilis"
2019,"Virginia","Henry County",51,50953,"gonorrhea"
2019,"New Hampshire","Merrimack County",23,151132,"gonorrhea"
2019,"Pennsylvania","Union County",8,44785,"gonorrhea"
2019,"Wisconsin","Sheboygan County",101,115456,"gonorrhea"
2019,"Minnesota","Pope County",1,11097,"gonorrhea"
2019,"Kansas","Haskell County",2,3997,"gonorrhea"
2019,"Ohio","Adams County",67,27724,"chlamydia"
2019,"Maryland","Allegany County",263,70975,"chlamydia"
2019,"Texas","Jackson County",0,14874,"primary and secondary syphilis"
2019,"Arkansas","Clark County",58,22061,"gonorrhea"
2019,"Alabama","Fayette County",0,16433,"primary and secondary syphilis"
2019,"Colorado","Alamosa County",16,16683,"gonorrhea"
2019,"South Carolina","Marlboro County",208,26398,"chlamydia"
2019,"Florida","Indian River County",158,157413,"gonorrhea"
2019,"Missouri","St. Louis city",125,302838,"primary and secondary syphilis"
2019,"Kansas","Smith County",0,3603,"primary and secondary syphilis"
2019,"Ohio","Mercer County",99,40959,"chlamydia"
2019,"Texas","Trinity County",10,14740,"gonorrhea"
2019,"Georgia","Elbert County",0,19120,"primary and secondary syphilis"
2019,"Arkansas","Lonoke County",281,73657,"chlamydia"
2019,"Iowa","Johnson County",216,151260,"gonorrhea"
2019,"Arkansas","Pope County",111,64000,"gonorrhea"
2019,"Texas","Delta County",5,5349,"gonorrhea"
2019,"Alabama","Coffee County",2,51909,"primary and secondary syphilis"
2019,"Colorado","Jackson County",5,1399,"chlamydia"
2019,"Nebraska","Blaine County",0,476,"gonorrhea"
2019,"Missouri","Lawrence County",136,38359,"chlamydia"
2019,"Georgia","Macon County",1,13143,"primary and secondary syphilis"
2019,"Texas","Ochiltree County",0,9947,"primary and secondary syphilis"
2019,"Virginia","James City County",2,76397,"primary and secondary syphilis"
2019,"Michigan","Antrim County",51,23365,"chlamydia"
2019,"Kansas","Atchison County",1,16193,"primary and secondary syphilis"
2019,"Missouri","Christian County",3,86983,"primary and secondary syphilis"
2019,"Georgia","Meriwether County",118,21068,"chlamydia"
2019,"Montana","Sanders County",0,11844,"primary and secondary syphilis"
2019,"Arkansas","Arkansas County",144,17769,"chlamydia"
2019,"Washington","Kittitas County",29,47364,"gonorrhea"
2019,"New York","Chenango County",103,47536,"chlamydia"
2019,"Virginia","Newport News city",36,178626,"primary and secondary syphilis"
2019,"Georgia","Jones County",94,28616,"chlamydia"
2019,"Arkansas","Woodruff County",41,6490,"chlamydia"
2019,"Michigan","St. Joseph County",1,61043,"primary and secondary syphilis"
2019,"Virginia","Amelia County",52,13013,"chlamydia"
2019,"Oklahoma","Sequoyah County",180,41179,"chlamydia"
2019,"Washington","Island County",38,84460,"gonorrhea"
2019,"Oregon","Harney County",13,7329,"chlamydia"
2019,"Georgia","Randolph County",45,6833,"chlamydia"
2019,"North Carolina","Pasquotank County",288,39639,"chlamydia"
2019,"Missouri","Cole County",265,76796,"gonorrhea"
2019,"Kentucky","Meade County",55,28715,"chlamydia"
2019,"Oklahoma","Le Flore County",195,49980,"chlamydia"
2019,"Florida","Indian River County",451,157413,"chlamydia"
2019,"Tennessee","Lewis County",25,12086,"gonorrhea"
2019,"Wisconsin","Juneau County",11,26617,"gonorrhea"
2019,"Virginia","Arlington County",277,237521,"gonorrhea"
2019,"Montana","Lincoln County",2,19794,"gonorrhea"
2019,"Oklahoma","Ellis County",2,3952,"gonorrhea"
2019,"Michigan","Luce County",0,6283,"primary and secondary syphilis"
2019,"Idaho","Twin Falls County",397,86081,"chlamydia"
2019,"Georgia","Lowndes County",1097,116321,"chlamydia"
2019,"Georgia","Houston County",12,155469,"primary and secondary syphilis"
2019,"Texas","Presidio County",0,6948,"primary and secondary syphilis"
2019,"Nebraska","Franklin County",0,3023,"primary and secondary syphilis"
2019,"Texas","Haskell County",0,5813,"primary and secondary syphilis"
2019,"Ohio","Darke County",120,51323,"chlamydia"
2019,"Nebraska","Deuel County",0,1825,"primary and secondary syphilis"
2019,"Georgia","Montgomery County",47,9193,"chlamydia"
2019,"Arkansas","Columbia County",97,23537,"gonorrhea"
2019,"Ohio","Preble County",25,40997,"gonorrhea"
2019,"Arkansas","Baxter County",20,41619,"gonorrhea"
2019,"Oregon","Wheeler County",0,1366,"primary and secondary syphilis"
2019,"Indiana","Decatur County",1,26794,"primary and secondary syphilis"
2019,"Montana","Broadwater County",0,6085,"gonorrhea"
2019,"Texas","Armstrong County",0,1892,"primary and secondary syphilis"
2019,"Indiana","White County",0,24133,"primary and secondary syphilis"
2019,"California","Glenn County",30,28047,"gonorrhea"
2019,"Nevada","Carson City",8,55414,"primary and secondary syphilis"
2019,"Maryland","Worcester County",1,51823,"primary and secondary syphilis"
2019,"Alabama","Cleburne County",35,14987,"chlamydia"
2019,"South Carolina","Clarendon County",280,33700,"chlamydia"
2019,"Mississippi","Copiah County",376,28543,"chlamydia"
2019,"Illinois","Hardin County",5,3910,"chlamydia"
2019,"Oklahoma","Love County",2,10134,"primary and secondary syphilis"
2019,"North Dakota","Emmons County",1,3295,"chlamydia"
2019,"Georgia","Lanier County",12,10340,"gonorrhea"
2019,"Oklahoma","Adair County",0,22082,"primary and secondary syphilis"
2019,"Texas","Bowie County",217,94324,"gonorrhea"
2019,"Minnesota","Todd County",7,24582,"gonorrhea"
2019,"Texas","Lampasas County",10,21229,"gonorrhea"
2019,"Tennessee","White County",28,27107,"gonorrhea"
2019,"Kentucky","Rockcastle County",3,16750,"gonorrhea"
2019,"New York","Steuben County",67,95796,"gonorrhea"
2019,"Mississippi","Sharkey County",62,4377,"chlamydia"
2019,"Texas","Hopkins County",1,36810,"primary and secondary syphilis"
2019,"Texas","Waller County",3,53126,"primary and secondary syphilis"
2019,"Georgia","Bleckley County",30,12838,"gonorrhea"
2019,"South Dakota","Charles Mix County",33,9338,"gonorrhea"
2019,"Tennessee","Haywood County",74,17335,"gonorrhea"
2019,"Indiana","Montgomery County",28,38346,"gonorrhea"
2019,"Kentucky","Fulton County",0,6120,"primary and secondary syphilis"
2019,"Kentucky","Larue County",47,14307,"chlamydia"
2019,"Iowa","Appanoose County",48,12437,"chlamydia"
2019,"North Carolina","Pitt County",2242,179914,"chlamydia"
2019,"Georgia","Barrow County",3,80809,"primary and secondary syphilis"
2019,"Georgia","Pickens County",1,31980,"primary and secondary syphilis"
2019,"Iowa","Cerro Gordo County",0,42647,"primary and secondary syphilis"
2019,"Texas","Erath County",53,42446,"gonorrhea"
2019,"Montana","Madison County",10,8768,"chlamydia"
2019,"Colorado","Denver County",3234,716492,"gonorrhea"
2019,"Texas","Dallam County",4,7200,"gonorrhea"
2019,"Tennessee","Overton County",0,22068,"primary and secondary syphilis"
2019,"Alabama","Montgomery County",1226,225763,"gonorrhea"
